Key,Value,"Plugin name","File name"
cookieBarHintText,"Wir verwenden Cookies und ähnliche Technologien auf unserer Website und verarbeiten personenbezogene Daten von Besucher:innen unserer Webseite (z.B. IP-Adresse), um z.B. Inhalte und Anzeigen zu personalisieren, Medien von Drittanbietern einzubinden oder Zugriffe auf unsere Website zu analysieren. Die Datenverarbeitung erfolgt erst durch gesetzte Cookies. Wir teilen diese Daten mit Dritten, die wir in den Einstellungen benennen.<br>Die Datenverarbeitung kann mit Einwilligung oder aufgrund eines berechtigten Interesses erfolgen. Die Zustimmung kann erteilt oder abgelehnt werden. Es besteht das Recht, nicht einzuwilligen und die Einwilligung zu einem späteren Zeitpunkt zu ändern oder zu widerrufen. Beachte unser :legal und weitere Hinweise zur Verwendung personenbezogener Daten in unserer :policy.",Ceres,Template.properties
cookieBarMoreSettings,"Weitere Einstellungen",Ceres,Template.properties
cookieBarPrivacySettings,Datenschutzeinstellungen,Ceres,Template.properties
cookieBarSave,"Auswahl akzeptieren",Ceres,Template.properties
crossPriceRRP,"UVP :price",Ceres,Template.properties
crossPriceSpecialOffer,:price,Ceres,Template.properties
csrfTokenMismatch,"Du wurdest aus Sicherheitsgründen abgemeldet. Du wirst zur Login-Seite weitergeleitet.",Ceres,Template.properties
declarationOfAccessibility,Barrierefreiheitserklärung,Ceres,Template.properties
declarationOfAccessibilityMetaDescription,,Ceres,Template.properties
dynamicSetComponentPrice,"ab :price",Ceres,Template.properties
dynamicSetPrice,"ab :price",Ceres,Template.properties
dynamicVariationPrice,:price,Ceres,Template.properties
errorActionIsNotExecuted,"Die Aktion konnte nicht ausgeführt werden.",Ceres,Template.properties
errorBasketItemMaximumQuantityReachedForItem,"Die maximale Bestellmenge dieses Artikels wurde überschritten.",Ceres,Template.properties
errorBasketItemMaximumQuantityReachedForVariation,"Die maximale Bestellmenge dieser Variante wurde überschritten.",Ceres,Template.properties
errorBasketItemMinimumQuantityNotReachedForVariation,"Die Mindestbestellmenge dieser Variante wurde nicht erreicht.",Ceres,Template.properties
errorBasketItemNotEnoughStockForVariation,"Die gewählte Menge konnte nicht in den Warenkorb gelegt werden, da sie den verfügbaren Warenbestand übersteigt. :stock sind zur Zeit auf Lager.",Ceres,Template.properties
errorBasketItemVariationNotFound,"Die Variante ist nicht verfügbar.",Ceres,Template.properties
errorCreateOrderRetryTimeNotReached,"Beim Anlegen des Auftrags ist ein Fehler aufgetreten. Bitte versuchen sie es in 30 Sekunden erneut.",Ceres,Template.properties
errorGiftCardReturnQuantity,"Retoure konnte nicht angelegt werden. Alle im Auftrag enthaltenen Gutscheine müssen gemeinsam retourniert werden.",Ceres,Template.properties
errorMinimumOrderValueNotReached,"Der Mindestbestellwert in Höhe von :minimumOrderValue :currency wurde nicht erreicht.",Ceres,Template.properties
errorPostTooLarge,"Die erlaubte Dateigröße von :maxSize MB wurde überschritten.",Ceres,Template.properties
errorVatNumberValidation,"Die Umsatzsteuer-Identifikationsnummer ist ungültig. Bitte entferne alle Leer- und Sonderzeichen sowie das Länderkürzel.",Ceres,Template.properties
errorVatService,"Die Umsatzsteuer-Identifikationsnummer konnte nicht bestätigt werden. Bitte wende Dich an den Shop-Betreiber.",Ceres,Template.properties
errorVatServiceFallback,"Die Umsatzsteuer-Identifikationsnummer konnte nicht bestätigt werden. Der Auftrag wird erneut geprüft.",Ceres,Template.properties
languageDetectionButton,"Deutsche Website öffnen",Ceres,Template.properties
languageDetectionText,"Klicke auf die Schaltfläche, um deutsche Inhalte zu sehen.",Ceres,Template.properties
menuLabel,"Mobiles Navigationsmenü öffnen",Ceres,Template.properties
modalTitle,"Modal titel",Ceres,Template.properties
paginationFirstPage,"Zur ersten Seite",Ceres,Template.properties
paginationGoToPage,"Zu Seite :page",Ceres,Template.properties
paginationLastPage,"Zur letzten Seite",Ceres,Template.properties
paginationNextPage,"Zur nächsten Seite",Ceres,Template.properties
paginationPrevPage,"Zur vorherigen Seite",Ceres,Template.properties
paginationTitle,Seitennummerierung,Ceres,Template.properties
privacySettings,Datenschutzeinstellungen,Ceres,Template.properties
privacySettingsDefaultGroup,Sonstige,Ceres,Template.properties
privacySettingsDescription,Zweck,Ceres,Template.properties
privacySettingsLessInformation,"Weniger Informationen",Ceres,Template.properties
privacySettingsLifespan,Laufzeit,Ceres,Template.properties
privacySettingsMoreInformation,"Mehr Informationen",Ceres,Template.properties
privacySettingsNecessary,Essenziell,Ceres,Template.properties
privacySettingsPolicyUrl,Datenschutzerklärung,Ceres,Template.properties
privacySettingsProvider,Anbieter,Ceres,Template.properties
softLoginDescriptionName,"Bitte gib den Nachnamen oder den Firmennamen ein, der am Auftrag hinterlegt ist, um die Auftragsdetails einzusehen.",Ceres,Template.properties
softLoginDescriptionPostcode,"Bitte gib die Postleitzahl einer Adresse ein, die am Auftrag hinterlegt ist, um die Auftragsdetails einzusehen.",Ceres,Template.properties
softLoginInputLabelName,Name,Ceres,Template.properties
softLoginInputLabelPostcode,Postleitzahl,Ceres,Template.properties
softLoginRegenerateDescription,"Klicke auf den Button, um einen neuen Link per E-Mail zu erhalten.",Ceres,Template.properties
softLoginRegenerateSubmitLabel,"Link generieren",Ceres,Template.properties
softLoginRegenerateTitle,"Der Link zur Bestellbestätigung ist abgelaufen.",Ceres,Template.properties
softLoginSubmitLabel,Prüfen,Ceres,Template.properties
softLoginTitle,Anmeldung,Ceres,Template.properties
sortingLabel,Sortierung,Ceres,Template.properties
stepByStepNavigationShowMore,"Mehr anzeigen",Ceres,Template.properties
tagSearchResults,"Mit Tag "":searchString"" verknüpfte Artikel",Ceres,Template.properties
shippingInfoCosts,Versandkosten,Ceres,Template.properties
basket,Warenkorb,Ceres,Template.properties
basketAdditionalCosts,"Zusatzkosten (Preis pro Artikel)",Ceres,Template.properties
basketAdditionalOptions,"Deine Zusatzoptionen (Preis pro Artikel)",Ceres,Template.properties
basketAdditionalOptionsWithoutPrice,"Deine Zusatzoptionen:",Ceres,Template.properties
basketAvailability,Verfügbarkeit,Ceres,Template.properties
basketCheckout,Kasse,Ceres,Template.properties
basketContent,Inhalt,Ceres,Template.properties
basketCoupon,Gutschein,Ceres,Template.properties
basketDelete,Löschen,Ceres,Template.properties
basketExportDeliveryWarning,"Mit der Bestellung nehme ich zur Kenntnis, dass der Versand aus dem Land :from in das Zielland :to erfolgt. Die dortige Mehrwertsteuer, die Verzollungskosten und Zölle sind in der Endsumme der Bestellung nicht inbegriffen und sind Dritten zu bezahlen. Die Kosten gehen zu meinen Lasten.",Ceres,Template.properties
basketGross,(Brutto),Ceres,Template.properties
basketIncludeAbbr,inkl.,Ceres,Template.properties
basketItemId,Art.-ID,Ceres,Template.properties
basketItemNumber,Artikelnummer,Ceres,Template.properties
basketItemOverlayAdditionalCount,"+:count weitere(r) Artikel",Ceres,Template.properties
basketNet,(Netto),Ceres,Template.properties
basketNoItems,"Du hast noch keine Artikel im Warenkorb.",Ceres,Template.properties
basketOops,"Ups, ein Fehler!",Ceres,Template.properties
basketOpenAmount,"Zu zahlender Betrag",Ceres,Template.properties
basketPlusAbbr,zzgl.,Ceres,Template.properties
basketPreview,Warenkorbvorschau,Ceres,Template.properties
basketRebate,"Rabatt auf Warenwert",Ceres,Template.properties
basketRebateSign,,Ceres,Template.properties
basketShippingCosts,Versandkosten,Ceres,Template.properties
basketShowLess,Weniger,Ceres,Template.properties
basketShowMore,Mehr,Ceres,Template.properties
basketSubAmount,Zwischensumme,Ceres,Template.properties
basketSubTotal,Zwischensumme,Ceres,Template.properties
basketSum,Summe,Ceres,Template.properties
basketTotalSum,Gesamtsumme,Ceres,Template.properties
basketVAT,MwSt.,Ceres,Template.properties
basketValue,Warenwert,Ceres,Template.properties
cancellationRights,Widerrufs:hyphenrecht,Ceres,Template.properties
cancellationRightsMetaDescription,,Ceres,Template.properties
cancellationForm,Widerrufs:hyphenformular,Ceres,Template.properties
cancellationFormMetaDescription,,Ceres,Template.properties
cancellationFormPrint,Drucken,Ceres,Template.properties
wishList,Wunschliste,Ceres,Template.properties
wishListAvailability,Verfügbarkeit,Ceres,Template.properties
wishListContent,Inhalt,Ceres,Template.properties
wishListDelete,Löschen,Ceres,Template.properties
wishListInactiveItemAvailability,"Nicht verfügbar",Ceres,Template.properties
wishListInactiveItemId,"Varianten ID",Ceres,Template.properties
wishListInactiveItems,"Derzeit nicht verfügbar",Ceres,Template.properties
wishListItemId,Art.-ID,Ceres,Template.properties
wishListItemNumber,Artikelnummer,Ceres,Template.properties
wishListNoItems,"Du hast noch keine Artikel in der Merkliste.",Ceres,Template.properties
wishListRemoved,"Der Artikel wurde von der Wunschliste entfernt.",Ceres,Template.properties
cookieDescription,"YouTube Cookies. Die Cookies werden benötigt, um die integrierte YouTube Videos abspielen zu können.",ItemVideoPlugin,Template.properties
cookieLifespan,"Verschiedene (bis max 2 Jahre)",ItemVideoPlugin,Template.properties
cookiePolicieLink,https://policies.google.com/privacy,ItemVideoPlugin,Template.properties
cookiePolicyLinkText,Cookie-Richtlinie,ItemVideoPlugin,Template.properties
videoInfoPopupLinkText,"Cookies setzen erlauben und Video anschauen",ItemVideoPlugin,Template.properties
videoInfoPopupText,"Dieses Video ist im erweiterten Datenschutzmodus von Youtube eingebunden, der das Setzen von Youtube-Cookies solange blockiert, bis ein aktiver Klick auf die Wiedergabe erfolgt. Mit Klick auf den Wiedergabe-Button erteilst Du Deine Einwilligung darin, dass YouTube auf dem von Dir verwendeten Endgerät Cookies setzt, die auch einer Analyse des Nutzungsverhaltens zu Marktforschungs- und Marketing-Zwecken dienen können. Näheres zur Cookie-Verwendung durch YouTube findest Du in der :cookiepolicylink von Google",ItemVideoPlugin,Template.properties
filterCollapse,"Weitere Filteroptionen",FilterDrop,Template.properties
filterSubmitPrice,Übernehmen,FilterDrop,Template.properties
selectedFilters,"Ausgewählte Filter:",FilterDrop,Template.properties
minPrice,Mindestpreis,FilterDrop,Template.properties
maxPrice,Maximalpreis,FilterDrop,Template.properties
createAccount,"Kundenkonto anlegen und Vorteile sichern",FastCheckout,Template.properties
diffDeliveryAddress,"abweichende Lieferadresse",FastCheckout,Template.properties
emailAlreadyExist,"Diese E-Mail Adresse existiert bereits.",FastCheckout,Template.properties
loginNow,Anmelden,FastCheckout,Template.properties
close,Schließen,FastCheckout,Template.properties
alreadyCustomer,"Ich bin bereits Kunde",FastCheckout,Template.properties
registerMe,"Registrieren und Vorteile sichern",FastCheckout,Template.properties
fillAllFieldsNote,"<i class='fa fa-exclamation-circle text-danger mr-1' aria-hidden='true'></i><span>Bitte gib deine komplette Adresse ein um alle verfügbaren Zahlarten zu sehen.</span>",FastCheckout,Template.properties
newCustomer,Kontakt,FastCheckout,Template.properties
signIn,Anmelden,FastCheckout,Template.properties
passwordReset,"Passwort vergessen?",FastCheckout,Template.properties
fillOneData,"Bitte Anmelden oder Kontaktdaten eingeben",FastCheckout,Template.properties
quickRegisterHeader,"Registrieren und Kundenvorteile sichern",FastCheckout,Template.properties
quickRegisterBenefit1,"Schnellerer Bestellvorgang",FastCheckout,Template.properties
quickRegisterBenefit2,"Bestellstatus jederzeit einsehen",FastCheckout,Template.properties
quickRegisterBenefit3,"Persönliche Merkliste",FastCheckout,Template.properties
